"Commercial Sector Key Indicators and Consumption (merged AEO vintages)"
"https://github.com/NatLabRockies/buildstock-weatherreg/tree/main/projections/merge_aeo.py"
"Most-recent-vintage-wins per (row, year); years 2007-2050"
"Source: U.S. Energy Information Administration (AEO 2010, 2012, 2018, 2025)"
Unnamed: 0,full name,Unnamed: 0,api key,units,Growth (2024-2050),2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
East South Central,Commercial: Heating Degree Days: East South Central: Reference case,East South Central,AEO.2025.REF2025.KEI_NA_COMM_NA_NA_NA_ESC_HDD.A,HDD,-0.2%,,,3599.0,4003.0,3475.0,3531.0,3472.0,3473.0,3474.0,3093.0,2862.0,3415.0,3364.0,3359.0,3354.0,3349.0,3344.0,3024.0,3161.0,3148.0,3136.0,3123.0,3111.0,3098.0,3086.0,3073.0,3060.0,3048.0,3035.0,3022.0,3009.0,2996.0,2984.0,2971.0,2958.0,2945.0,2933.0,2920.0,2907.0,2894.0,2881.0,2869.0,2856.0,2843.0
Middle Atlantic,Commercial: Heating Degree Days: Middle Atlantic: Reference case,Middle Atlantic,AEO.2025.REF2025.KEI_NA_COMM_NA_NA_NA_MATL_HDD.A,HDD,-0.1%,,,5798.0,5453.0,5579.0,5929.0,5588.0,5588.0,5588.0,5363.0,5345.0,5741.0,5528.0,5512.0,5496.0,5480.0,5464.0,4981.0,5319.0,5298.0,5277.0,5256.0,5235.0,5214.0,5193.0,5172.0,5151.0,5130.0,5109.0,5088.0,5068.0,5047.0,5026.0,5005.0,4984.0,4963.0,4943.0,4922.0,4901.0,4880.0,4859.0,4838.0,4818.0,4797.0
Mountain,Commercial: Heating Degree Days: Mountain: Reference case,Mountain,AEO.2025.REF2025.KEI_NA_COMM_NA_NA_NA_MTN_HDD.A,HDD,-0.0%,,,4852.0,4808.0,5022.0,5108.0,4787.0,4784.0,4780.0,4615.0,4746.0,4846.0,4817.0,4804.0,4791.0,4777.0,4764.0,4753.0,4877.0,4871.0,4865.0,4858.0,4851.0,4844.0,4837.0,4830.0,4823.0,4816.0,4809.0,4802.0,4796.0,4789.0,4782.0,4776.0,4769.0,4763.0,4756.0,4750.0,4744.0,4737.0,4731.0,4725.0,4718.0,4712.0
New England,Commercial: Heating Degree Days: New England: Reference case,New England,AEO.2025.REF2025.KEI_NA_COMM_NA_NA_NA_NENGL_HDD.A,HDD,-0.2%,,,6649.0,5944.0,6320.0,6633.0,6348.0,6348.0,6349.0,5934.0,6080.0,6365.0,6130.0,6111.0,6093.0,6074.0,6056.0,5643.0,5924.0,5901.0,5879.0,5856.0,5833.0,5810.0,5787.0,5764.0,5741.0,5718.0,5695.0,5672.0,5649.0,5626.0,5603.0,5579.0,5556.0,5533.0,5510.0,5487.0,5464.0,5440.0,5417.0,5394.0,5371.0,5348.0
Pacific,Commercial: Heating Degree Days: Pacific: Reference case,Pacific,AEO.2025.REF2025.KEI_NA_COMM_NA_NA_NA_PCF_HDD.A,HDD,-0.3%,,,3188.0,3202.0,3413.0,3346.0,3127.0,3129.0,3130.0,3033.0,3401.0,3456.0,3291.0,3282.0,3274.0,3265.0,3256.0,3352.0,3290.0,3283.0,3277.0,3270.0,3263.0,3256.0,3249.0,3242.0,3234.0,3227.0,3219.0,3212.0,3204.0,3197.0,3189.0,3181.0,3174.0,3166.0,3158.0,3150.0,3143.0,3135.0,3127.0,3119.0,3112.0,3104.0
South Atlantic,Commercial: Heating Degree Days: South Atlantic: Reference case,South Atlantic,AEO.2025.REF2025.KEI_NA_COMM_NA_NA_NA_SATL_HDD.A,HDD,-0.6%,,,2839.0,3183.0,2666.0,2786.0,2738.0,2733.0,2728.0,2452.0,2266.0,2633.0,2561.0,2552.0,2542.0,2533.0,2524.0,2271.0,2344.0,2329.0,2313.0,2298.0,2283.0,2267.0,2251.0,2235.0,2220.0,2204.0,2188.0,2173.0,2157.0,2141.0,2125.0,2110.0,2094.0,2079.0,2063.0,2047.0,2032.0,2016.0,2001.0,1985.0,1970.0,1955.0
United States,Commercial: Heating Degree Days: United States: Reference case,United States,AEO.2025.REF2025.KEI_NA_COMM_NA_NA_NA_USA_HDD.A,HDD,-0.2%,,,4408.393555,4382.203613,4333.692383,4417.765625,4222.371582,4215.247559,4208.181152,3879.373535,3895.865723,4235.965332,4122.106445,4107.050781,4091.964355,4076.875977,4062.125732,3753.963623,3970.740234,3953.677002,3936.880859,3919.869385,3903.102051,3885.979736,3868.949219,3852.031982,3835.063477,3818.086426,3801.113525,3784.343506,3767.477539,3750.667725,3733.826904,3716.998779,3700.157715,3683.523926,3666.836426,3649.887939,3633.344727,3616.676758,3600.134277,3583.570068,3567.737793,3551.74585
West North Central,Commercial: Heating Degree Days: West North Central: Reference case,West North Central,AEO.2025.REF2025.KEI_NA_COMM_NA_NA_NA_WNC_HDD.A,HDD,0.3%,,,6837.0,6585.0,6838.0,6769.0,6454.0,6455.0,6456.0,5787.0,6049.0,6503.0,6403.0,6398.0,6392.0,6386.0,6380.0,5716.0,6383.0,6376.0,6369.0,6362.0,6355.0,6348.0,6341.0,6334.0,6327.0,6319.0,6312.0,6304.0,6297.0,6289.0,6282.0,6274.0,6267.0,6259.0,6252.0,6244.0,6236.0,6229.0,6221.0,6213.0,6206.0,6198.0
West South Central,Commercial: Heating Degree Days: West South Central: Reference case,West South Central,AEO.2025.REF2025.KEI_NA_COMM_NA_NA_NA_WSC_HDD.A,HDD,-0.1%,,,2198.0,2503.0,2180.0,2158.0,2159.0,2157.0,2156.0,1752.0,1635.0,2019.0,2006.0,1998.0,1989.0,1981.0,1973.0,1844.0,1949.0,1942.0,1935.0,1928.0,1921.0,1914.0,1907.0,1900.0,1893.0,1886.0,1879.0,1872.0,1865.0,1858.0,1852.0,1845.0,1838.0,1831.0,1825.0,1818.0,1811.0,1805.0,1798.0,1791.0,1785.0,1778.0
Marketed Renewables (biomass),Commercial: Marketed Renewables (biomass): Reference case,Marketed Renewables (biomass),AEO.2025.REF2025.CNSM_NA_COMM_NA_BMS_NA_USA_QBTU.A,quads,0.0%,0.10038,0.103173,0.1088,0.109712,0.109712,0.109712,0.109712,0.109712,0.109712,0.134578,0.134578,0.134578,0.134578,0.134578,0.134578,0.134578,0.134578,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104,0.158104
Cooking,Commercial: Natural Gas: Cooking: Reference case,Cooking,AEO.2025.REF2025.CNSM_NA_COMM_NA_NG_CGR_USA_QBTU.A,quads,1.2%,0.164423,0.166056,0.173331,0.179003,0.183845,0.186461,0.187883,0.189863,0.191925,0.319263,0.325484,0.331918,0.336508,0.340058,0.342926,0.346206,0.348878,0.400883,0.417914,0.427452,0.433938,0.438656,0.44248,0.445645,0.449308,0.451879,0.454152,0.45697,0.460974,0.466102,0.471953,0.478171,0.484326,0.490037,0.495216,0.499917,0.50435,0.509105,0.513835,0.518398,0.523304,0.528709,0.534335,0.5401
Delivered Energy,Commercial: Natural Gas: Delivered Energy: Reference case,Delivered Energy,AEO.2025.REF2025.CNSM_NA_COMM_NA_NG_DELE_USA_QBTU.A,quads,0.3%,3.10073,3.21235,3.1988,3.28291,3.29193,3.395646,3.365675,3.393069,3.414482,3.220385,3.263458,3.442482,3.393247,3.375769,3.359426,3.349129,3.342882,3.426704,3.610051,3.643159,3.651678,3.644737,3.645493,3.639992,3.637543,3.625333,3.609778,3.598367,3.59698,3.604431,3.617715,3.634445,3.651231,3.665134,3.673482,3.678427,3.681497,3.687204,3.693105,3.698116,3.70587,3.717108,3.730536,3.745446
Other Uses,Commercial: Natural Gas: Other Uses: Reference case,Other Uses,AEO.2025.REF2025.CNSM_NA_COMM_NA_NG_OTHU_USA_QBTU.A,quads,0.1%,1.007859,1.031081,0.952707,0.976935,0.933072,0.976578,1.000568,1.00727,1.012142,0.72971,0.770762,0.798318,0.801421,0.805538,0.810507,0.817573,0.823413,1.200143,1.19609,1.192237,1.184521,1.17242,1.174673,1.175277,1.175643,1.172549,1.168512,1.165546,1.165394,1.167917,1.172312,1.17785,1.183558,1.188563,1.191525,1.193487,1.194862,1.197102,1.199376,1.201416,1.204267,1.208092,1.212495,1.217422
Space Cooling,Commercial: Natural Gas: Space Cooling: Reference case,Space Cooling,AEO.2025.REF2025.CNSM_NA_COMM_NA_NG_SPC_USA_QBTU.A,quads,0.4%,0.038714,0.033767,0.030143,0.042442,0.042751,0.033683,0.036833,0.036624,0.036353,0.030831,0.025786,0.021584,0.024997,0.024561,0.024117,0.023702,0.023282,0.01832,0.01758,0.017816,0.017954,0.018006,0.018027,0.018029,0.018041,0.018002,0.017946,0.017919,0.017963,0.018057,0.018192,0.018358,0.018543,0.01872,0.018877,0.019001,0.019132,0.019289,0.019454,0.019625,0.019821,0.020042,0.020279,0.020553
Space Heating,Commercial: Natural Gas: Space Heating: Reference case,Space Heating,AEO.2025.REF2025.CNSM_NA_COMM_NA_NG_SPH_USA_QBTU.A,quads,0.1%,1.450127,1.544631,1.611743,1.646934,1.678803,1.737062,1.672886,1.685455,1.694739,1.568614,1.564376,1.709757,1.65028,1.626461,1.603477,1.583383,1.570316,1.537412,1.69607,1.715485,1.720563,1.717479,1.709206,1.697413,1.688198,1.674653,1.65924,1.645919,1.637681,1.63361,1.632197,1.632388,1.632508,1.63118,1.62733,1.62192,1.615663,1.610579,1.605666,1.600351,1.596343,1.593958,1.592765,1.592219
Water Heating,Commercial: Natural Gas: Water Heating: Reference case,Water Heating,AEO.2025.REF2025.CNSM_NA_COMM_NA_NG_WTHT_USA_QBTU.A,quads,1.3%,0.439608,0.436816,0.430876,0.437597,0.453459,0.461863,0.467505,0.473857,0.479323,0.571968,0.577049,0.580904,0.58004,0.579151,0.578399,0.578265,0.576994,0.269945,0.282397,0.290169,0.294703,0.298177,0.301107,0.303627,0.306353,0.30825,0.309927,0.312014,0.314968,0.318745,0.323061,0.327679,0.332295,0.336634,0.340533,0.344102,0.347491,0.351129,0.354775,0.358326,0.362136,0.366306,0.370661,0.375152
Solar Photovoltaic,Commercial: Nonmarketed Renewable Fuels: Solar Photovoltaic: Reference case,Solar Photovoltaic,AEO.2025.REF2025.CNSM_NA_COMM_NA_NRF_SOPH_USA_QBTU.A,quads,4.0%,0.002243,0.003818,0.003984,0.006374,0.006448,0.006488,0.00654,0.006597,0.006686,0.087127,0.10702,0.128969,0.151838,0.173785,0.192284,0.20427,0.208843,0.139688,0.156569,0.173044,0.180036,0.187312,0.197086,0.20884,0.223913,0.23562,0.251395,0.261169,0.269414,0.276038,0.284199,0.289698,0.292562,0.29817,0.305907,0.315087,0.325043,0.335528,0.345434,0.356629,0.366238,0.375584,0.382898,0.389164
Solar Thermal,Commercial: Nonmarketed Renewable Fuels: Solar Thermal: Reference case,Solar Thermal,AEO.2025.REF2025.CNSM_NA_COMM_NA_NRF_SOTH_USA_QBTU.A,quads,-0.6%,0.024539,0.024895,0.027317,0.028049,0.028924,0.02978,0.03056,0.03133,0.032031,0.069973,0.070401,0.07077,0.071128,0.071525,0.071877,0.072013,0.072137,0.06597,0.063523,0.063514,0.062522,0.061953,0.061504,0.061574,0.061023,0.060681,0.058312,0.058209,0.058196,0.058145,0.058008,0.057857,0.057897,0.056409,0.056513,0.056553,0.056675,0.056724,0.056656,0.056855,0.056646,0.056372,0.056365,0.056287
Total,Commercial: Nonmarketed Renewable Fuels: Total: Reference case,Total,AEO.2025.REF2025.CNSM_NA_COMM_NA_NRF_TOT_USA_QBTU.A,quads,3.0%,0.027071,0.029052,0.031656,0.034779,0.035731,0.03663,0.037466,0.038305,0.039114,0.163907,0.184229,0.206547,0.229773,0.252117,0.270969,0.28309,0.287788,0.208187,0.222623,0.239089,0.245087,0.251795,0.261126,0.272955,0.287484,0.298859,0.312274,0.32195,0.330183,0.336756,0.34478,0.350129,0.353035,0.357157,0.365001,0.374227,0.384308,0.394845,0.404688,0.416087,0.42549,0.434566,0.441874,0.448063
Wind,Commercial: Nonmarketed Renewable Fuels: Wind: Reference case,Wind,AEO.2025.REF2025.CNSM_NA_COMM_NA_NRF_WND_USA_QBTU.A,quads,0.1%,0.000289,0.00034,0.000356,0.000357,0.000359,0.000362,0.000367,0.000377,0.000397,0.006807,0.006807,0.006807,0.006807,0.006807,0.006807,0.006807,0.006807,0.002529,0.002531,0.002531,0.00253,0.00253,0.002536,0.002541,0.002548,0.002558,0.002567,0.002572,0.002573,0.002573,0.002574,0.002574,0.002575,0.002577,0.002582,0.002586,0.00259,0.002594,0.002597,0.002602,0.002607,0.00261,0.002611,0.002612
Other Fuels,Commercial: Other Fuels: Reference case,Other Fuels,AEO.2025.REF2025.CNSM_NA_COMM_NA_OFU_NA_USA_QBTU.A,quads,1.5%,0.2955,0.286254,0.328081,0.343646,0.333441,0.345441,0.332423,0.327998,0.326046,0.561231,0.568267,0.647501,0.632941,0.576063,0.557713,0.551599,0.550466,0.653411,0.664808,0.677914,0.690912,0.705056,0.716705,0.72886,0.742014,0.754895,0.766995,0.78021,0.793199,0.805318,0.816985,0.828305,0.840361,0.85168,0.862419,0.873357,0.884212,0.894932,0.905885,0.916471,0.927485,0.938654,0.949925,0.961179
Computing,Commercial: Purchased Electricity: Computing: Reference case,Computing,AEO.2025.REF2025.CNSM_NA_COMM_NA_PRC_OTHEQPPC_USA_QBTU.A,quads,4.8%,,,,,,,,,,0.35252,0.344247,0.3371,0.33084,0.325507,0.321415,0.318017,0.315335,0.341023,0.357347,0.375362,0.394888,0.415323,0.435419,0.455616,0.476567,0.498713,0.522003,0.546725,0.57296,0.600784,0.630611,0.661342,0.693694,0.727686,0.76332,0.799995,0.837856,0.877738,0.919067,0.961869,1.007151,1.054269,1.10248,1.153587
Cooking,Commercial: Purchased Electricity: Cooking: Reference case,Cooking,AEO.2025.REF2025.CNSM_NA_COMM_NA_PRC_CGR_USA_QBTU.A,quads,-0.3%,0.023433,0.023166,0.023156,0.022987,0.022823,0.022713,0.022556,0.022406,0.022279,0.082576,0.081919,0.081218,0.080583,0.079908,0.079326,0.078761,0.078243,0.084357,0.084571,0.085033,0.085958,0.086441,0.086347,0.085923,0.085398,0.084947,0.084403,0.083956,0.083653,0.083524,0.083396,0.083212,0.083004,0.082713,0.082366,0.081896,0.081365,0.080794,0.080209,0.07959,0.079,0.078456,0.077973,0.077554
,Commercial: Purchased Electricity: Delivered Energy: Reference case,,,,,4.55951,4.61457,4.46004,4.53565,4.54913,4.515114,4.528893,4.556558,4.592398,4.639012,4.608289,4.619706,4.683739,4.687876,4.698624,4.71445,4.733002,4.751716,4.768031,4.778152,4.791587,4.808928,4.828854,4.836317,4.847224,4.862639,4.880265,4.900541,4.92301,4.94714,4.973244,5.000999,5.030679,5.053099,5.080514,5.111827,5.148032,5.187199,5.230285,5.278562,5.331668,5.385362,5.443695,5.508687
Lighting,Commercial: Purchased Electricity: Lighting: Reference case,Lighting,AEO.2025.REF2025.CNSM_NA_COMM_NA_PRC_LGHTNG_USA_QBTU.A,quads,-0.5%,1.058869,1.039542,1.034197,1.014462,1.004478,1.005297,1.001413,0.998594,0.997813,0.49842,0.489291,0.482369,0.477518,0.463324,0.452585,0.444419,0.438526,0.575595,0.564003,0.561291,0.564981,0.567919,0.568307,0.558293,0.549346,0.541988,0.534654,0.528113,0.522733,0.519093,0.516511,0.514566,0.513371,0.510987,0.509302,0.507402,0.505725,0.504272,0.503059,0.501668,0.500713,0.500389,0.500691,0.501877
,Commercial: Purchased Electricity: Office Equipment (PC): Reference case,,,,,0.213211,0.225767,0.215961,0.212325,0.204687,0.194871,0.191557,0.188784,0.189012,0.189992,0.190756,0.191512,0.192143,0.192443,0.192435,0.192075,0.192733,0.194481,0.196927,0.19942,0.201546,0.203303,0.204896,0.206603,0.208121,0.209787,0.211428,0.213017,0.214567,,,,,,,,,,,,,,,
,Commercial: Purchased Electricity: Office Equipment (non-PC): Reference case,,,,,0.217998,0.237674,0.2493,0.261607,0.272146,0.27921,0.289248,0.301174,0.314624,0.327468,0.339284,0.349743,0.358391,0.365088,0.372266,0.379521,0.387032,0.394692,0.402635,0.410502,0.417888,0.424611,0.430632,0.436074,0.441355,0.446411,0.451686,0.456924,0.462169,,,,,,,,,,,,,,,
Office Equipment,Commercial: Purchased Electricity: Office Equipment: Reference case,Office Equipment,AEO.2025.REF2025.CNSM_NA_COMM_NA_PRC_OTHEQPNPC_USA_QBTU.A,quads,0.1%,,,,,,,,,,0.333815,0.359919,0.384951,0.409059,0.431275,0.452278,0.472326,0.49088,0.043232,0.043303,0.04352,0.043888,0.044334,0.044711,0.045031,0.04537,0.045713,0.046102,0.046555,0.047018,0.04749,0.047951,0.048338,0.048713,0.049009,0.049158,0.049219,0.049198,0.049035,0.048668,0.048217,0.04756,0.046693,0.04568,0.044449
Other Uses,Commercial: Purchased Electricity: Other Uses: Reference case,Other Uses,AEO.2025.REF2025.CNSM_NA_COMM_NA_PRC_OTHU_USA_QBTU.A,quads,1.4%,1.344048,1.418774,1.289014,1.297488,1.31405,1.374334,1.375362,1.404956,1.434897,1.507566,1.532918,1.542077,1.551405,1.560075,1.569862,1.581117,1.595666,1.90111,1.978697,1.908885,1.895129,1.879242,1.913682,1.944713,1.974899,2.00569,2.037068,2.069823,2.104206,2.140647,2.177844,2.215766,2.254404,2.293492,2.332743,2.372154,2.412049,2.45281,2.49455,2.536953,2.580348,2.625485,2.67221,2.720864
Refrigeration,Commercial: Purchased Electricity: Refrigeration: Reference case,Refrigeration,AEO.2025.REF2025.CNSM_NA_COMM_NA_PRC_REFR_USA_QBTU.A,quads,0.6%,0.400856,0.40452,0.398578,0.389578,0.381017,0.373112,0.364379,0.357,0.351184,0.640193,0.646596,0.650516,0.654852,0.656278,0.65568,0.654251,0.653565,0.3673,0.368602,0.370734,0.374374,0.377652,0.380061,0.380801,0.381801,0.383185,0.384649,0.386473,0.388688,0.391299,0.39396,0.39658,0.399215,0.401724,0.404382,0.406815,0.409139,0.411394,0.413646,0.415834,0.418077,0.420413,0.422894,0.425501
Space Cooling 3/,Commercial: Purchased Electricity: Space Cooling: Reference case,Space Cooling 3/,AEO.2025.REF2025.CNSM_NA_COMM_NA_PRC_SPC_USA_QBTU.A,quads,1.2%,0.548782,0.499884,0.472029,0.558095,0.572844,0.4808,0.504479,0.501825,0.499168,0.556713,0.486987,0.46423,0.507057,0.503705,0.502753,0.502966,0.502079,0.572832,0.555353,0.566855,0.581412,0.593081,0.600731,0.606075,0.611225,0.617336,0.622646,0.629058,0.637069,0.646662,0.656925,0.667125,0.677841,0.687995,0.697928,0.706891,0.715888,0.724799,0.733715,0.742574,0.751957,0.762157,0.773564,0.786101
Space Heating,Commercial: Purchased Electricity: Space Heating: Reference case,Space Heating,AEO.2025.REF2025.CNSM_NA_COMM_NA_PRC_SPH_USA_QBTU.A,quads,-0.5%,0.167233,0.176778,0.181085,0.180548,0.173944,0.176068,0.167614,0.16604,0.164442,0.119374,0.120238,0.133782,0.131744,0.132275,0.132894,0.133573,0.131515,0.186523,0.197986,0.198071,0.199103,0.199082,0.197947,0.196449,0.194766,0.19316,0.19061,0.188368,0.187212,0.18644,0.185644,0.18472,0.183767,0.182621,0.181272,0.179604,0.177754,0.175745,0.173701,0.171582,0.169522,0.167574,0.165786,0.164112
Ventilation,Commercial: Purchased Electricity: Ventilation: Reference case,Ventilation,AEO.2025.REF2025.CNSM_NA_COMM_NA_PRC_VNTC_USA_QBTU.A,quads,1.3%,0.489617,0.494586,0.503812,0.507214,0.512093,0.517871,0.521971,0.526031,0.529762,0.51816,0.516644,0.514127,0.511661,0.506829,0.503386,0.500766,0.499112,0.744619,0.756495,0.773026,0.794764,0.812808,0.82569,0.833013,0.839952,0.847861,0.855145,0.863696,0.873933,0.886223,0.8988,0.911316,0.924151,0.936507,0.94829,0.958873,0.968959,0.978762,0.988687,0.998468,1.008851,1.020037,1.032297,1.04564
Water Heating,Commercial: Purchased Electricity: Water Heating: Reference case,Water Heating,AEO.2025.REF2025.CNSM_NA_COMM_NA_PRC_WTHT_USA_QBTU.A,quads,-0.8%,0.095463,0.09388,0.092908,0.091345,0.091047,0.090837,0.090314,0.089748,0.089217,0.029676,0.029531,0.029336,0.029021,0.0287,0.028446,0.028253,0.028081,0.07449,0.074058,0.07416,0.074695,0.074832,0.074467,0.073813,0.073029,0.072315,0.07147,0.070713,0.070087,0.069613,0.069176,0.068714,0.068262,0.067749,0.067168,0.066472,0.065736,0.064972,0.0642,0.063416,0.062667,0.061966,0.061328,0.06075
Computing,Commercial: Total Energy Use by End Use: Computing: Reference case,Computing,AEO.2025.REF2025.CNSM_NA_COMM_NA_TEE_OFEQPC_USA_QBTU.A,quads,3.1%,,,,,,,,,,1.055928,1.021198,0.995922,0.972321,0.954639,0.937524,0.922702,0.909877,0.811699,0.835469,0.844717,0.869507,0.901444,0.930742,0.950028,0.970295,0.973485,0.990862,1.008856,1.032735,1.055447,1.079401,1.10975,1.143535,1.191243,1.243574,1.295472,1.353886,1.413463,1.473646,1.532555,1.596109,1.665758,1.733384,1.804801
Cooking,Commercial: Total Energy Use by End Use: Cooking: Reference case,Cooking,AEO.2025.REF2025.CNSM_NA_COMM_NA_TEE_CGR_USA_QBTU.A,quads,0.4%,0.238607,0.239416,0.245246,0.250218,0.254963,0.256448,0.256905,0.257832,0.259153,0.566607,0.568495,0.571866,0.573339,0.574409,0.574308,0.574725,0.574643,0.601669,0.615638,0.618811,0.62321,0.626272,0.627054,0.624808,0.62318,0.617695,0.614365,0.611891,0.611754,0.612836,0.614701,0.617803,0.621156,0.625441,0.629404,0.632535,0.635827,0.639211,0.642443,0.645209,0.648501,0.65267,0.656929,0.661434
On-site Generation for Own Use,Commercial: Total Energy Use by End Use: Generation for Own Use: Reference case,On-site Generation for Own Use,AEO.2025.REF2025.GEN_GFO_COMM_NA_TEE_NA_USA_QBTU.A,quads,4.0%,,,,,,,,,,,,,,,,,,0.141743,0.158665,0.175156,0.182167,0.189502,0.199324,0.211142,0.226282,0.238022,0.253863,0.263676,0.27195,0.278596,0.286791,0.292314,0.295198,0.300831,0.308599,0.31782,0.327814,0.338337,0.348278,0.35951,0.369158,0.378541,0.385891,0.392189
Lighting,Commercial: Total Energy Use by End Use: Lighting: Reference case,Lighting,AEO.2025.REF2025.CNSM_NA_COMM_NA_TEE_LGHTNG_USA_QBTU.A,quads,-2.1%,3.352223,3.291891,3.211825,3.142797,3.130002,3.097649,3.064319,3.029187,3.01095,1.492949,1.451465,1.425105,1.403403,1.358824,1.320127,1.289446,1.265336,1.370023,1.318625,1.263133,1.244037,1.232649,1.214801,1.164125,1.118475,1.057957,1.014877,0.974513,0.942203,0.911934,0.8841,0.863456,0.846277,0.836501,0.829736,0.821662,0.817198,0.812053,0.806612,0.799312,0.793519,0.790622,0.787215,0.785193
,Commercial: Total Energy Use by End Use: Office Equipment (PC): Reference case,,,,,0.674994,0.714932,0.670692,0.657782,0.637816,0.600462,0.586162,0.572667,0.570353,0.572522,0.574755,0.577214,0.578884,0.580606,0.579988,0.579411,0.581842,0.586538,0.593046,0.599419,0.604336,0.608119,0.610979,0.614387,0.617175,0.620136,0.623265,0.62718,0.630216,,,,,,,,,,,,,,,
,Commercial: Total Energy Use by End Use: Office Equipment (non-PC): Reference case,,,,,0.69015,0.752636,0.774233,0.810456,0.848019,0.860338,0.885098,0.913596,0.949393,0.986791,1.022275,1.05412,1.07975,1.101483,1.12199,1.144856,1.168411,1.190357,1.212535,1.233889,1.253036,1.270094,1.284104,1.296775,1.308821,1.319602,1.331518,1.345313,1.357463,,,,,,,,,,,,,,,
Office Equipment,Commercial: Total Energy Use by End Use: Office Equipment: Reference case,Office Equipment,AEO.2025.REF2025.CNSM_NA_COMM_NA_TEE_OFEQPNPC_USA_QBTU.A,quads,-1.5%,,,,,,,,,,0.999897,1.067687,1.137292,1.202206,1.264834,1.319232,1.370416,1.4164,0.1029,0.101242,0.097938,0.096636,0.096225,0.095572,0.093895,0.092374,0.089232,0.08751,0.085907,0.084749,0.08343,0.082077,0.081112,0.080302,0.080229,0.080086,0.079702,0.079499,0.078964,0.078034,0.076825,0.075372,0.073776,0.071821,0.069541
Other Uses,Commercial: Total Energy Use by End Use: Other Uses: Reference case,Other Uses,AEO.2025.REF2025.CNSM_NA_COMM_NA_TEE_OTHU_USA_QBTU.A,quads,0.0%,5.864731,6.105349,5.615874,5.713677,5.734325,5.864489,5.852612,5.910072,5.980527,6.047379,6.141353,6.275402,6.269076,6.232134,6.222659,6.233475,6.254875,6.771921,6.883795,6.566433,6.45119,6.360617,6.387406,6.365469,6.345404,6.249764,6.209431,6.172144,6.158045,6.140436,6.123429,6.130518,6.146367,6.200617,6.259859,6.313445,6.381604,6.446488,6.509509,6.564248,6.624691,6.698432,6.767246,6.838872
Purchased Electricity for Electric Vehicle Charging,Commercial: Total Energy Use by End Use: Purchased Electricity for EV Charging: Reference case,Purchased Electricity for Electric Vehicle Charging,AEO.2025.REF2025.GEN_GFO_COMM_NA_TEE_NA_USA_QBTU.A,quads,15.1%,,,,,,,,,,,,,,,,,,0.04543,0.066961,0.096938,0.138509,0.190992,0.255357,0.339497,0.44329,0.567037,0.699117,0.820635,0.934024,1.03248,1.118812,1.199915,1.272948,1.350949,1.423437,1.485884,1.545038,1.593926,1.635341,1.666178,1.694856,1.72287,1.743608,1.76155
Refrigeration,Commercial: Total Energy Use by End Use: Refrigeration: Reference case,Refrigeration,AEO.2025.REF2025.CNSM_NA_COMM_NA_TEE_REFR_USA_QBTU.A,quads,-1.0%,1.269052,1.280981,1.237832,1.206911,1.187268,1.14968,1.114999,1.082942,1.059716,1.91761,1.918107,1.921875,1.924579,1.924716,1.912527,1.898258,1.885815,0.874243,0.861783,0.834302,0.824337,0.819681,0.81241,0.794026,0.777352,0.747975,0.730137,0.713148,0.700593,0.687429,0.674331,0.665473,0.658095,0.657634,0.658804,0.658776,0.661125,0.662487,0.663246,0.662551,0.662559,0.664259,0.664899,0.665701
Space Cooling,Commercial: Total Energy Use by End Use: Space Cooling: Reference case,Space Cooling,AEO.2025.REF2025.CNSM_NA_COMM_NA_TEE_SPC_USA_QBTU.A,quads,-0.4%,1.776074,1.616735,1.496088,1.771417,1.82776,1.515184,1.580536,1.558885,1.542616,1.698389,1.470417,1.393099,1.515211,1.501816,1.490579,1.483016,1.471996,1.381768,1.31598,1.293471,1.298169,1.305267,1.302136,1.281785,1.262501,1.223037,1.199848,1.178701,1.166251,1.154103,1.142635,1.137813,1.135944,1.14499,1.155916,1.163705,1.175931,1.186468,1.195904,1.202775,1.211506,1.22426,1.236522,1.250417
Space Heating,Commercial: Total Energy Use by End Use: Space Heating: Reference case,Space Heating,AEO.2025.REF2025.CNSM_NA_COMM_NA_TEE_SPH_USA_QBTU.A,quads,-0.3%,2.137062,2.255312,2.335212,2.346313,2.354648,2.41241,2.311716,2.313906,2.313381,2.163537,2.16171,2.359327,2.278816,2.248122,2.217695,2.19239,2.167989,2.050641,2.233029,2.235251,2.232597,2.222562,2.204366,2.178067,2.154743,2.120648,2.088869,2.060181,2.040648,2.025573,2.013301,2.004628,1.996667,1.990285,1.981757,1.970871,1.960013,1.949732,1.939414,1.928048,1.918355,1.911205,1.905112,1.89988
