"Shell factor (1=2020 res stock, 1=2018 com stock)",Table Names,Source,Year,Type,State
0.711208553,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Alabama
0.780195345,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Arizona
0.924350252,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Arkansas
0.529742262,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,California
0.829421588,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Colorado
0.587049985,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Connecticut
0.899280424,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Delaware
0.855815948,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,District of Columbia
0.718991407,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Florida
0.797466691,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Georgia
0.935175248,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Idaho
0.903670306,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Illinois
0.747470261,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Indiana
0.483485485,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Iowa
0.673995276,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Kansas
0.601758986,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Kentucky
0.602751405,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Louisiana
0.981485035,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Maine
0.730227640,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Maryland
0.696433917,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Massachusetts
0.646878025,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Michigan
0.937854583,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Minnesota
0.803425936,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Mississippi
0.657927816,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Missouri
0.912711378,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Montana
0.616827291,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Nebraska
0.834900724,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Nevada
0.576555477,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,New Hampshire
0.658719464,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,New Jersey
0.823505115,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,New Mexico
0.596586756,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,New York
0.694333538,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,North Carolina
0.723296509,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,North Dakota
0.734424376,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Ohio
0.745546946,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Oklahoma
0.932509662,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Oregon
0.658058218,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Pennsylvania
0.674911514,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Rhode Island
0.841553063,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,South Carolina
0.706598926,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,South Dakota
0.738193341,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Tennessee
0.765232146,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Texas
0.881301092,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Utah
0.767201730,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Vermont
0.767335675,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Virginia
0.672228571,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Washington
0.645596507,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,West Virginia
0.867937643,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Wisconsin
0.763587050,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2020,Cooling,Wyoming
0.717726730,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Alabama
0.787345781,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Arizona
0.932821858,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Arkansas
0.534597312,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,California
0.837023179,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Colorado
0.592430257,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Connecticut
0.907522266,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Delaware
0.863659442,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,District of Columbia
0.725580913,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Florida
0.804775417,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Georgia
0.943746064,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Idaho
0.911952382,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Illinois
0.754320773,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Indiana
0.487916595,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Iowa
0.680172396,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Kansas
0.607274065,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Kentucky
0.608275580,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Louisiana
0.990480276,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Maine
0.736920125,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Maryland
0.702816685,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Massachusetts
0.652806617,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Michigan
0.946449955,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Minnesota
0.810789279,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Mississippi
0.663957678,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Missouri
0.921076314,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Montana
0.622480470,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Nebraska
0.842552530,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Nevada
0.581839568,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,New Hampshire
0.664756582,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,New Jersey
0.831052482,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,New Mexico
0.602054432,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,New York
0.700697056,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,North Carolina
0.729925471,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,North Dakota
0.741155324,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Ohio
0.752379831,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Oklahoma
0.941056048,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Oregon
0.664089275,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Pennsylvania
0.681097031,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Rhode Island
0.849265838,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,South Carolina
0.713074856,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,South Dakota
0.744958832,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Tennessee
0.772245445,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Texas
0.889378154,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Utah
0.774233080,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Vermont
0.774368253,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Virginia
0.678389499,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Washington
0.651513354,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,West Virginia
0.875892231,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Wisconsin
0.770585272,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2021,Cooling,Wyoming
0.707507452,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Alabama
0.776135240,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Arizona
0.919539971,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Arkansas
0.526985504,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,California
0.825105312,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Colorado
0.583995001,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Connecticut
0.894600604,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Delaware
0.851362316,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,District of Columbia
0.715249805,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Florida
0.793316706,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Georgia
0.930308634,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Idaho
0.898967642,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Illinois
0.743580455,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Indiana
0.480969446,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Iowa
0.670487832,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Kansas
0.598627457,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Kentucky
0.599614711,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Louisiana
0.976377426,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Maine
0.726427565,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Maryland
0.692809703,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Massachusetts
0.643511698,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Michigan
0.932974025,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Minnesota
0.799244940,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Mississippi
0.654503986,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Missouri
0.907961664,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Montana
0.613617347,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Nebraska
0.830555934,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Nevada
0.573555106,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,New Hampshire
0.655291515,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,New Jersey
0.819219627,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,New Mexico
0.593482142,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,New York
0.690720254,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,North Carolina
0.719532503,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,North Dakota
0.730602461,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Ohio
0.741667149,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Oklahoma
0.927656919,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Oregon
0.654633709,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Pennsylvania
0.671399301,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Rhode Island
0.837173654,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,South Carolina
0.702921813,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,South Dakota
0.734351813,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Tennessee
0.761249909,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Texas
0.876714836,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Utah
0.763209243,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Vermont
0.763342491,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Virginia
0.668730321,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Washington
0.642236849,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,West Virginia
0.863420930,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Wisconsin
0.759613373,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2022,Cooling,Wyoming
0.701493772,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Alabama
0.769538236,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Arizona
0.911724053,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Arkansas
0.522506226,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,California
0.818092071,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Colorado
0.579031152,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Connecticut
0.886996667,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Delaware
0.844125896,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,District of Columbia
0.709170315,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Florida
0.786573663,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Georgia
0.922401185,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Idaho
0.891326586,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Illinois
0.737260161,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Indiana
0.476881295,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Iowa
0.664788811,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Kansas
0.593539235,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Kentucky
0.594518098,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Louisiana
0.968078401,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Maine
0.720253067,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Maryland
0.686920950,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Massachusetts
0.638041969,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Michigan
0.925043921,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Minnesota
0.792451508,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Mississippi
0.648940824,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Missouri
0.900244160,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Montana
0.608401714,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Nebraska
0.823496364,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Nevada
0.568679995,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,New Hampshire
0.649721660,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,New Jersey
0.812256414,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,New Mexico
0.588437655,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,New York
0.684849261,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,North Carolina
0.713416611,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,North Dakota
0.724392477,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Ohio
0.735363117,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Oklahoma
0.919772009,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Oregon
0.649069445,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Pennsylvania
0.665692533,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Rhode Island
0.830057835,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,South Carolina
0.696947110,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,South Dakota
0.728109960,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Tennessee
0.754779427,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Texas
0.869262924,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Utah
0.756722107,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Vermont
0.756854223,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Virginia
0.663046238,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Washington
0.636777956,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,West Virginia
0.856082014,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Wisconsin
0.753156802,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2023,Cooling,Wyoming
0.691832956,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Alabama
0.758940327,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Arizona
0.899167994,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Arkansas
0.515310387,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,California
0.806825490,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Colorado
0.571056865,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Connecticut
0.874781147,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Delaware
0.832500783,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,District of Columbia
0.699403780,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Florida
0.775741146,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Georgia
0.909698082,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Idaho
0.879051436,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Illinois
0.727106779,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Indiana
0.470313793,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Iowa
0.655633488,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Kansas
0.585365146,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Kentucky
0.586330528,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Louisiana
0.954746242,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Maine
0.710333903,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Maryland
0.677460828,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Massachusetts
0.629254998,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Michigan
0.912304423,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Minnesota
0.781538043,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Mississippi
0.640003757,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Missouri
0.887846199,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Montana
0.600022942,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Nebraska
0.812155356,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Nevada
0.560848261,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,New Hampshire
0.640773838,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,New Jersey
0.801070200,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,New Mexico
0.580333824,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,New York
0.675417671,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,North Carolina
0.703591597,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,North Dakota
0.714416306,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Ohio
0.725235861,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Oklahoma
0.907105115,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Oregon
0.640130606,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Pennsylvania
0.656524765,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Rhode Island
0.818626464,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,South Carolina
0.687348910,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,South Dakota
0.718082592,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Tennessee
0.744384774,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Texas
0.857291630,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Utah
0.746300700,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Vermont
0.746430996,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Virginia
0.653914914,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,Washington
0.628008393,Residential,shell_factors_res_recs2020+aeo2026_rdm.xlsx/clg_proj,2024,Cooling,West Virginia
